호기,부위,일자,시작시간,완료시간,정지시간(분),정지시간(시간),고장 원인,처리 내용,MTTR,MTBF,고장강도율,translated_고장원인,translated_처리내용,translated_부위,제품 가격 가중치,risk_impact,가동시간,risk_likehood
2호기,가열로,2016-09-02 00:00:00,17:15:00,19:10:00,115,1.92,ZONE#3 M/M 열림/닫힘 동작 불능,ZONE#3 M/M 분해 수리(단자 납땜후 재조립),1.7,25.9,6.56,ZONE#3 M/M open/close operation not possible,ZONE#3 M/M disassembly and repair (reassembly after soldering terminals),heating furnace,0.25,3.335865483,362.68,14.0030888
2호기,가열로,2016-09-29 00:00:00,08:45:00,09:45:00,60,1,푸시벡 로드측 누유,푸시벡 로드측 누유 부싱 및 커버 오링 교체,1.7,25.9,6.56,Pushbeck road side oil leak,Pushback rod side leaking bushing and cover O-ring replacement,heating furnace,0.25,3.335865483,362.68,14.0030888
2호기,가열로,2016-10-22 00:00:00,12:30:00,13:30:00,60,1,푸시벡 실린더 커버 누유,푸시벡 실린더 커버 누유 오링 교체,1.05,35.5,2.95,Pushbeck cylinder cover leak,Pushback cylinder cover leakage O-ring replacement,heating furnace,0.25,3.173365483,426.4,12.01126761
2호기,가열로,2014-08-05 00:00:00,13:30:00,14:40:00,70,1.17,빌레트 온도상승 불가,"HOTJET FAN M/M열림으로 불꽃 쏠림현상
전원 재가동후 정상복구",11.92,90.6,0.95,Billet temperature cannot rise,"Flame shooting phenomenon due to opening of HOTJET FAN M/M
Normal recovery after power restart",heating furnace,0.25,5.890865483,362.43,4.000331126
2호기,가열로,2014-11-20 00:00:00,17:20:00,18:20:00,20,0.33,빌레트 감지센서 불능,"광 화이버 센서 교체
(FD-620-10, FTL-M26, FTH-410)",9.35,74.3,1.92,Billet detection sensor not working,"Fiber Optic Sensor Replacement
(FD-620-10, FTL-M26, FTH-410)",heating furnace,0.25,5.248365483,371.66,5.002153432
2호기,풀러,1월7일,20:30:00,23:30:00,180,3,유압펌프 모타 소손,모타 교체 후 정상 작업,3.57,47.1,7.58,Hydraulic pump motor burnout,Normal operation after motor replacement,fuller,0.09,1.369211574,329.71,7.000212314
2호기,풀러,3월8일,23:40:00,02:14:00,154,2.57,풀러 와이어로프 부분,전단 에비품 으로 교체 작업,2.32,43.1,5.39,Puller wire rope part,Replacement work with spare parts,fuller,0.09,1.256711574,387.89,8.999767981
2호기,풀러,3월9일,00:00:00,02:30:00,150,2.5,풀러 거리값 틀림,거리값 보정 작업,2.32,43.1,5.39,Fuller distance value is wrong,Distance value correction operation,fuller,0.09,1.256711574,387.89,8.999767981
2호기,풀러,5월26일,18:25:00,18:50:00,25,0.42,풀러 와이어 클립풀림,크립 조임 작업,1.99,44.7,4.46,Puller wire clip release,Creep tightening operation,fuller,0.09,1.227011574,357.35,7.994407159
2호기,풀러,7월4일,18:30:00,19:15:00,45,0.75,풀러 와이어로프 전단,예비품 으로 교체작업,0.72,132.1,0.55,Puller Wire Rope Shear,Replacement work with spare parts,fuller,0.09,1.112711574,396.38,3.000605602
2호기,풀러,9월24일,13:30:00,14:12:00,42,0.7,풀러 와이어 로프 소손,예비품 와이어 로프 교체 작업,0.74,72.5,1.02,puller wire rope burnout,Spare wire rope replacement work,fuller,0.09,1.114511574,362.68,5.002482759
2호기,풀러,2016-09-24 00:00:00,12:30:00,14:12:00,102,1.7,풀라 와이어 터짐,풀라 와이어 터짐교체,1.7,25.9,6.56,Puller wire burst,Fulla wire burst replacement,fuller,0.09,1.200911574,362.68,14.0030888
2호기,풀러,2016-11-24 00:00:00,22:22:00,22:40:00,18,0.3,풀러 전/후진 동작불능으로 점검요청.,브레이크컨트롤러 OC알람발생으로 해제후 정상동작.,0.54,205.7,0.26,Request for inspection due to inability to move forward/reverse puller.,Normal operation after release due to brake controller OC alarm.,fuller,0.09,1.096511574,411.4,2
2호기,풀러,2014-10-11 00:00:00,05:10:00,05:50:00,20,0.33,휠 베어링 파손,OP측 베어링 교체작업,7.58,52.8,1.92,wheel bearing damage,OP side bearing replacement work,fuller,0.09,1.730111574,422.67,8.005113636
2호기,풀러,2014-10-29 00:00:00,01:10:00,02:08:00,58,0.97,모터 과부하,모터 교체작업,7.58,52.8,1.92,motor overload,Motor replacement work,fuller,0.09,1.730111574,422.67,8.005113636
2호기,풀러,2014-11-11 00:00:00,04:30:00,09:45:00,315,5.25,트레이 작동 이상,"점검 후 기어 펌프 교체(4D, 7l/min)",9.35,74.3,1.92,Tray malfunction,"Replace gear pump after inspection (4D, 7 l/min)",fuller,0.09,1.889411574,371.66,5.002153432
2호기,풀러,2014-11-27 00:00:00,10:30:00,11:35:00,65,1.08,"풀러 유압펌프 콘덴서 불량
모터 코일 교체","1.콘덴서 불량으로 교체후 기동시 같은 현상 
2. 모터 코일 열화로 교체후정상 동작됨) ",9.35,74.3,1.92,"Fuller hydraulic pump condenser defective
motor coil replacement","1.Same phenomenon when starting after replacement due to defective condenser
2. Motor coil deteriorates and operates normally after replacement)",fuller,0.09,1.889411574,371.66,5.002153432
2호기,핫쏘,6월11일,14:55:00,19:07:00,252,4.2,HOT SAW BEARING,파손 구입 후 교체,1.49,114.4,1.3,HOT SAW BEARING,Replace after purchase damaged,Hasso,0.1,1.313346193,457.66,4.000524476
2호기,핫쏘,2014-09-23 00:00:00,13:30:00,15:20:00,110,1.83,모터 베이스 파손,모터 교체 및 유압호스 교체작업,10.48,75.4,1.51,Motor base broken,Motor replacement and hydraulic hose replacement work,Hasso,0.1,2.212346193,377.15,5.00198939
2호기,핫쏘,2014-10-21 00:00:00,22:32:00,00:30:00,118,1.97,클램프 실린더로드 누유,실린더 로드 교체 및 LM베어링 2EA교체,7.58,52.8,1.92,Clamp cylinder rod leakage,실린더 로드 교체 및 LM베어링 2EA교체,Hasso,0.1,1.922346193,422.67,8.005113636
2호기,후면,1월11일,14:10:00,14:20:00,10,0.17,엔드 쏘 cp 트립,on/off 반볻 동작 후 정상 동작,3.57,47.1,7.58,end saw cp trip,Normal operation after on/off half-turn operation,back side,0.15,2.28201929,329.71,7.000212314
2호기,후면,1월16일,21:55:00,00:00:00,125,2.08,테일헤드 죠 하강 不,모니터 안전 접점 불량 임시 콤으로 작업,3.57,47.1,7.58,Tailhead jaw not lowered,Monitor safety contact defective. Work with temporary comb.,back side,0.15,2.28201929,329.71,7.000212314
2호기,후면,8월31일,03:00:00,03:15:00,15,0.25,쫄대 C/V 카운터 센서 파손,BUP-30S 교체,0.87,60,1.45,Jjoldae C/V counter sensor damaged,BUP-30S replacement,back side,0.15,1.87701929,420,7
2호기,후면,9월21일,01:30:00,02:20:00,50,0.83,교정기 모니터 이상,카메라 단자 고정후 정상,0.74,72.5,1.02,Calibrator monitor abnormalities,Normal after fixing the camera terminal,back side,0.15,1.85751929,362.68,5.002482759
2호기,후면,2016-09-21 00:00:00,14:00:00,14:40:00,40,0.67,로다 클램프 배관 닛불 파손,로다 클램프 배관 닛불 파손 교체,1.7,25.9,6.56,Damaged rod clamp piping nitbullet,Roda Clamp Piping Nibul Damaged Replacement,back side,0.15,2.00151929,362.68,14.0030888
2호기,후면,2016-09-03 00:00:00,08:30:00,17:30:00,540,9,교정기 파워헤드 메인 실린더 누유,교정기 파워헤드 메인 실린더 누유 패킹 교체,1.7,25.9,6.56,Calibrator power head main cylinder leak,Calibrator power head main cylinder oil leak packing replacement,back side,0.15,2.00151929,362.68,14.0030888
2호기,후면,2016-09-03 00:00:00,17:30:00,21:00:00,210,3.5,P.H 보수작업.,"센서, 엔코더 부착 및 시운전 확인",1.7,25.9,6.56,P.H repair work.,Check sensor and encoder attachment and test run,back side,0.15,2.00151929,362.68,14.0030888
2호기,후면,2016-09-21 00:00:00,01:30:00,02:20:00,50,0.83,모니터 이상으로 점검요청,카메라측 단자 고정 후 정상동작됨,1.7,25.9,6.56,Request for inspection due to monitor error,"After fixing the terminal on the camera side, it operates normally.",back side,0.15,2.00151929,362.68,14.0030888
2호기,후면,2016-09-27 00:00:00,09:45:00,10:00:00,15,0.25,절단 판넬 PB S/W 간혈적으로 동작 불능,PB S/W (KH-513-2EA) 교체,1.7,25.9,6.56,Cutting panel PB S/W intermittently fails to operate,PB S/W (KH-513-2EA) replacement,back side,0.15,2.00151929,362.68,14.0030888
2호기,후면,2016-09-27 00:00:00,09:30:00,09:40:00,10,0.17,스크랩덤프 DOWN 동작 불능,AIR S/V  DOWN 배선 접촉 불량으로 재접속,1.7,25.9,6.56,Scrapdump DOWN does not work,AIR S/V DOWN Reconnection due to poor wiring contact,back side,0.15,2.00151929,362.68,14.0030888
2호기,후면,2016-09-02 00:00:00,09:50:00,10:10:00,20,0.33,GAUGE HEAD 전/후진 동작 불능, AIR S/V(SIV411-IP) 교체,1.7,25.9,6.56,GAUGE HEAD forward/backward operation not possible,AIR S/V(SIV411-IP) replacement,back side,0.15,2.00151929,362.68,14.0030888
2호기,후면,2016-10-19 00:00:00,12:30:00,13:30:00,60,1,핫쏘우 실린더 및 지지봉 파손,"핫쏘우 실린더 및 지지봉  및 판
교체 작업",1.05,35.5,2.95,Hot saw cylinder and support rod damaged,"Hot saw cylinder, support rod and plate
replacement work",back side,0.15,1.90401929,426.4,12.01126761
2호기,후면,2016-10-12 00:00:00,11:00:00,11:20:00,20,0.33,핫쏘우 클램프 에어 실린더 파손,"핫쏘우 클램프 에어 실린더 파손
용접 수리",1.05,35.5,2.95,Hot saw clamp air cylinder damaged,"Hot saw clamp air cylinder damaged
welding repair",back side,0.15,1.90401929,426.4,12.01126761
2호기,후면,2016-10-13 00:00:00,17:00:00,17:15:00,15,0.25,"HOTSAW CLAMP UP상태에서 계속 하강 상승 
반복됨","HOTSAW CLAMP UP/DOWN AIR S/V(SF5101-
IP) 교체후 같은 현상 계속됨 (실린더측P/K 불량
으로 공작반 수리요청)",1.05,35.5,2.95,"HOTSAW CLAMP Continues to descend and rise in UP state
repeated","HOTSAW CLAMP UP/DOWN AIR S/V(SF5101-
IP) The same phenomenon continues after replacement (cylinder side P/K defective)
(Request repair work on machine tool)",back side,0.15,1.90401929,426.4,12.01126761
2호기,후면,2016-10-13 00:00:00,16:00:00,16:15:00,15,0.25,"CYCLE START,STOP PB S/W 안눌리는 현상","CYCLE START,STOP PB S/W(KH-513,30Φ
-2EA) 교체",1.05,35.5,2.95,"CYCLE START, STOP PB S/W not being pressed","CYCLE START,STOP PB S/W(KH-513,30Φ
-2EA) Replacement",back side,0.15,1.90401929,426.4,12.01126761
2호기,후면,2016-10-27 00:00:00,15:10:00,16:15:00,65,1.08,푸시벡 실린더 앞 커버 누유,"푸시벡 실린더 앞 커버 누유
오링 교체",1.05,35.5,2.95,Pushback cylinder front cover leaking,"Pushback cylinder front cover leaking
O-ring replacement",back side,0.15,1.90401929,426.4,12.01126761
2호기,후면,2016-10-14 00:00:00,12:30:00,13:30:00,60,1,핫쏘우 클램프 실린더및 판 파손,핫쏘우 클램프 실린더 용접및 판 교체,1.05,35.5,2.95,Hot saw clamp cylinder and plate damage,Hot saw clamp cylinder welding and plate replacement,back side,0.15,1.90401929,426.4,12.01126761
2호기,후면,2014-08-19 00:00:00,01:30:00,02:10:00,40,0.67,OP모니터 불능으로 점검요청,모니터 교체,11.92,90.6,0.95,Inspection request due to OP monitor failure,monitor replacement,back side,0.15,3.53451929,362.43,4.000331126
2호기,후면,2014-08-30 00:00:00,10:33:00,10:49:00,16,0.27,테일헤드 조 실린더 커버 누유,오링 교체작업,11.92,90.6,0.95,Tail head jaw cylinder cover leaking,O-ring replacement work,back side,0.15,3.53451929,362.43,4.000331126
2호기,후면,2014-10-04 00:00:00,06:50:00,07:18:00,20,0.33,스테카 횡행 정지 불능,저속 / 정지 센서 위치조정,7.58,52.8,1.92,Unable to stop Steca running,Low speed/stop sensor position adjustment,back side,0.15,2.88351929,422.67,8.005113636
2호기,후면,2014-10-06 00:00:00,10:00:00,12:00:00,40,0.67,정지센서 잦은 이탈로 충돌,"브레이크 계속 ON되어있음, 
인버터 AXA단자 PLC프로그램에서 삭제",7.58,52.8,1.92,Collisions due to frequent departure of stop sensors,"Brake remains on,
Inverter AXA terminal deleted from PLC program",back side,0.15,2.88351929,422.67,8.005113636
2호기,기타,6월30일,18:00:00,18:30:00,30,0.5,물류 공파레트 공c/v,무타 소손 예비품 교체작업,1.49,114.4,1.3,Logistics empty pallet empty c/v,Muta burnout spare parts replacement work,etc,0.06,0.788007716,457.66,4.000524476
2호기,기타,2016-09-12 00:00:00,09:15:00,09:30:00,15,0.25,"빌레트크리너 클램프#2 UP감지 리드S/W 감지 
불량으로 자동운전 불능","실린더 로드가 휘어 리드S/W 조정 하였으나 UP
위치가 바뀌어 조정 불능 (공무반 실린더 로드 휨
수리 요청)",1.7,25.9,6.56,"Billet cleaner clamp #2 UP detection lead S/W detection
Automatic operation is not possible due to defects","The cylinder rod was bent and the lead S/W was adjusted, but it improved.
Unable to adjust due to change in position (cylinder rod bending)
repair request)",etc,0.06,0.800607716,362.68,14.0030888
2호기,기타,2014-10-16 00:00:00,05:30:00,06:40:00,90,1.5,지브크레인 케이블 단선,집전자 3EA 교체 및 케이블 재 결속,7.58,52.8,1.92,Jib crane cable disconnection,Replacing current collector 3EA and reconnecting cables,etc,0.06,1.153407716,422.67,8.005113636
3호기,압출기,1월29일,14:21:00,17:30:00,189,3.2,메인샤 버트로커 케이불 베어,고정 부라 켓트 파손 임시 조치 ,10.49,68.1,1,Main Sha Butt Locker Cable Bear,Temporary measures for damaged fixing bracket,extruder,0.35,7.746711677,401.23,5.891776799
3호기,압출기,2월17일,13:50:00,15:40:00,110,1.8,메인2번 펌프 서보밸브,오일 오염으로 교체및 0점 조정,0.81,39,2.08,Main 2 pump servo valve,Replacement and zero point adjustment due to oil contamination,extruder,0.35,4.358711677,312.04,8.001025641
3호기,압출기,2월18일,18:30:00,19:20:00,50,0.8,2번 메인 펌프 이상으로,차단 시킨 후 1-3번 만 사용,0.81,39,2.08,Above the 2nd main pump,"After blocking, use only 1-3 times",extruder,0.35,4.358711677,312.04,8.001025641
3호기,압출기,2월18일,17:08:00,17:30:00,22,0.4,2번 서보 밸브 포텐샤메타,케이불 정검,0.81,39,2.08,No. 2 servo valve potentiometer,cable check,extruder,0.35,4.358711677,312.04,8.001025641
3호기,압출기,2월19일,08:40:00,09:14:00,34,0.6,2번메인펌프 에러,속도 조절 불가능,0.81,39,2.08,No. 2 main pump error,Speed ​​cannot be adjusted,extruder,0.35,4.358711677,312.04,8.001025641
3호기,압출기,2월22일,14:05:00,14:30:00,25,0.4,3번 메인펌프 서보 밸브,오일 오염 으로 교체,0.81,39,2.08,No. 3 main pump servo valve,Replaced due to oil contamination,extruder,0.35,4.358711677,312.04,8.001025641
3호기,압출기,3월1일,01:30:00,02:20:00,50,0.8,오일 쿨러 냉각수 펌프,후드 밸브 교체 작업,0.89,19.4,4.6,oil cooler coolant pump,Hood valve replacement work,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월2일,19:20:00,21:09:00,109,1.8,메인샤 리미트 스위치 ,타치 도그장치 파손,0.89,19.4,4.6,Mainsha limit switch,Tach dog device damaged,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월8일,00:30:00,00:50:00,20,0.3,메인펌프 컨토롤 서보,밸브 교체,0.89,19.4,4.6,Main pump control server,valve replacement,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월9일,22:00:00,23:30:00,90,1.5,버트로커 케이불 부라켓,트 파손 교정후 용접 작업,0.89,19.4,4.6,Buttlocker cable bracket,Welding work after correction of damage,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월18일,09:50:00,11:47:00,117,2,빌레트 로더 안네 패드,고정 볼트 전 교체,0.89,19.4,4.6,Billet Loader Anne Pad,Replace all fixing bolts,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월19일,17:30:00,19:20:00,110,1.8,메인 전진 중 로더 부위 ,에서 정지 로더 하강 센서 조정 작업,0.89,19.4,4.6,Loader area during main advance,Stop loader lowering sensor adjustment work,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월22일,22:00:00,22:14:00,14,0.2,메인샤 리미트 고정 부라,켓트 고정작업,0.89,19.4,4.6,Mainsha limit fixed bra,Kit fixing work,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월22일,13:50:00,14:10:00,20,0.3,빌레트 로다 클럼프 센서,조정 작업,0.89,19.4,4.6,Billet Roda Clump Sensor,coordination work,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월28일,08:45:00,09:20:00,35,0.6,빌레트 로더 클럼프 ,센서 조정 작업,0.89,19.4,4.6,billet loader clump,Sensor adjustment operation,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월29일,02:00:00,04:40:00,160,2.7,버트 로커 실린다 누유,실린다 예비품 으로 교체,0.89,19.4,4.6,Butt locker silinda leakage,Replaced with Silinda spare part,extruder,0.35,4.386711677,406.69,20.96340206
3호기,압출기,3월30일,11:40:00,12:30:00,50,0.8,다이 클럼프 볼트 전단,전단된 볼트 제거 후 교체,0.89,19.4,4.6,Die Clump Bolt Shear,Remove and replace sheared bolts,extruder,0.35,4.386711677,406.69,20.96340206
